LATIN_NAM,COMMON_NAM,SP_TYPE,HAB_USE,CEREALS,WNTR_CRLS,OILSEED,CORN,SOYBEANS,VEGETABLES,BERRIES,FRUIT_TREE,OTR_CRPS,SOD,PULSES,SUMMF,TAME,IMPAST,UNIMPAST,GRSSHRBWD,ANTHROP,WDLT_PLANT,WD_INTR,WD_NO_INT,SB_TREE,SB_GRS_HRB,RIP_WD,RIP_GRSHRB,RIP_AG,WTLD_W_MRG,WTLD_N_MAR,WTLD_OPWAT,WTLD_PEAT,WT_TS_SWMP,IDLE_LND
Procyon lotor,Common Raccoon,2,L,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Martes americana,American Marten,2,L,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Martes pennanti,Fisher,2,L,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Mustela erminea,Short-tailed Weasel,2,L,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Mustela nivalis,Least Weasel,2,L,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Mustela frenata,Long-tailed Weasel,2,L,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Mustela vison,Mink,2,L,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Taxidea taxus,American Badger,2,L,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Mephitis mephitis,Striped Skunk,2,L,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Lontra canadensis,Northern River Otter,2,L,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Lynx rufus,Bobcat,2,L,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Odocoileus virginianus,White-tailed Deer,2,L,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Alces alces,Moose,2,L,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Chelydra serpentina,Snapping Turtle,4,L,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Sternotherus odoratus,Common Musk Turtle,4,L,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Chrysemys picta,Painted Turtle,4,L,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Clemmys guttata,Spotted Turtle,4,L,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Glyptemys insculpta,Wood Turtle,4,L,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Emydoidea blandingii,Blandings Turtle,4,L,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Graptemys geographica,Common Map Turtle,4,L,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Apalone spinifera,Spiny Softshell,4,L,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Eumeces fasciatus,Five-lined Skink,4,L,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Coluber constrictor,Blue Racer,4,L,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Diadophis punctatus,Ring-necked Snake,4,L,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Elaphe alleghaniensis,Eastern Ratsnake,4,L,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Elaphe gloydi,Eastern Foxsnake,4,L,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Heterodon platirhinos,Eastern Hog-nosed Snake,4,L,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Lampropeltis triangulum,Milksnake,4,L,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Nerodia sipedon,Northern Water Snake,4,L,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Regina septemvittata,Queen Snake,4,L,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Storeria dekayi,Dekay's Brownsnake,4,L,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Storeria occipitomaculata,Red-bellied Snake,4,L,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Thamnophis butleri,Butler's Gartersnake,4,L,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Thamnophis sauritus,Eastern Ribbonsnake,4,L,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Thamnophis sirtalis,Common Gartersnake,4,L,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Opheodrys vernalis,Smooth Green Snake,4,L,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Sistrurus catenatus,Massasauga,4,L,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ardea herodias,Great Blue Heron,1,L,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,2,2,0,3,2,2,2,2,2,0,2,2,3
Ardea alba,Great Egret,1,L,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,2,2,0,3,2,2,2,2,2,0,2,2,3
Anas discors,Blue-winged Teal,1,L,3,3,3,3,3,3,0,0,3,3,3,3,0,0,0,0,0,0,0,0,0,2,2,2,2,1,1,2,3,3,3
Cathartes aura,Turkey Vulture,1,L,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,2,2,1,2,0,0,2,0,0,0,0,0,0,3,3
Haliaeetus leucocephalus,Bald Eagle,1,L,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,2,2,3,0,1,0,0,0,0,0,2,2,3
Pluvialis squatarola,Black-bellied Plover,1,L,3,3,3,3,3,3,0,0,3,2,3,3,3,3,3,0,0,0,0,0,0,0,0,3,2,2,2,2,0,0,3
Pluvialis dominica,American Golden-Plover,1,L,3,3,3,3,3,3,0,0,3,2,3,3,3,3,3,0,0,0,0,0,0,0,0,3,3,2,2,2,0,0,3
Calidris fuscicollis,White-rumped Sandpiper,1,L,3,3,3,3,3,3,0,0,3,3,3,3,0,0,0,0,0,0,0,0,0,0,0,2,3,2,2,2,0,0,3
Calidris melanotos,Pectoral Sandpiper,1,L,3,3,3,3,3,3,0,0,3,3,3,3,0,0,0,0,0,0,0,0,0,0,3,2,2,2,2,2,3,3,3
Larus delawarensis,Ring-billed Gull,1,L,2,2,2,2,2,2,2,0,2,2,2,2,3,3,0,0,2,0,0,0,0,0,0,2,2,2,2,2,0,0,3
Larus argentatus,Herring Gull,1,L,2,2,2,2,2,2,2,0,2,2,2,2,3,3,0,0,2,0,0,0,0,0,0,2,2,2,2,1,0,0,3
Larus marinus,Great Black-backed Gull,1,L,2,2,2,2,2,2,2,0,2,2,2,2,3,3,0,0,2,0,0,0,0,0,0,2,2,2,2,1,0,0,3
Stelgidopteryx serripennis,Northern Rough-winged Swallow,1,L,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2,2,0,0,2,2,2,0,0,0,0,2,3
Riparia riparia,Bank Swallow,1,L,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2,2,0,0,2,2,2,0,0,0,0,2,3
Petrochelidon pyrrhonota,Cliff Swallow,1,L,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2,2,0,0,2,0,0,0,0,0,0,2,3
Hirundo rustica,Barn Swallow,1,L,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2,2,0,0,2,0,0,0,0,0,0,2,3
Corvus corax,Common Raven,1,L,0,0,0,0,0,0,0,0,0,0,0,0,2,2,2,2,2,2,2,2,2,3,2,3,3,2,2,0,2,2,3
Branta canadensis,Canada Goose,1,L,2,2,2,2,2,2,0,0,2,2,2,2,2,2,2,0,2,0,0,0,0,0,3,2,2,2,2,2,3,3,2
Circus cyaneus,Northern Harrier,1,L,3,3,3,3,3,3,2,0,3,3,3,3,1,1,1,2,0,0,0,0,0,2,2,2,0,1,0,0,1,2,2
Buteo jamaicensis,Red-tailed Hawk,1,L,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,2,2,2,2,2,2,0,2,0,0,0,0,0,3,2,2
Perdix perdix,Gray Partridge,1,L,2,2,2,2,0,0,0,0,0,0,0,0,2,2,2,2,0,0,0,0,2,2,0,0,0,0,0,0,0,0,2
Phasianus colchicus,Ring-necked Pheasant,1,L,2,2,2,2,2,0,0,3,0,0,2,2,2,2,2,2,3,0,0,0,2,2,2,2,2,2,2,0,0,0,2
Meleagris gallopavo,Wild Turkey,1,L,2,2,0,2,3,0,0,2,0,0,0,2,3,3,3,3,0,3,1,2,2,2,2,2,2,0,0,0,0,2,2
Grus canadensis,Sandhill Crane,1,L,2,2,0,2,0,0,0,0,2,0,0,0,2,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
Bartramia longicauda,Upland Sandpiper,1,L,0,0,0,0,0,0,3,0,0,0,0,3,3,1,1,2,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2
Scolopax minor,American Woodcock,1,L,0,0,0,0,0,0,2,0,0,0,0,0,0,2,2,2,0,2,2,2,0,0,2,0,0,2,2,0,3,2,2
Zenaida macroura,Mourning Dove,1,L,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,2,2,2,0,2,2,0,2,0,0,0,0,0,0,3,2
Asio otus,Long-eared Owl,1,L,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2,2,2,2,0,2,0,0,0,0,0,2,2,2
Asio flammeus,Short-eared Owl,1,L,3,3,3,3,3,3,3,0,3,3,3,2,2,2,1,2,0,0,0,3,3,0,0,2,0,1,0,0,2,0,2
Picoides pubescens,Downy Woodpecker,1,L,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,2,2,2,1,2,2,0,1,0,0,0,0,0,3,1,2
Picoides villosus,Hairy Woodpecker,1,L,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,2,2,2,1,2,2,0,1,0,0,0,0,0,2,1,2
Tyrannus tyrannus,Eastern Kingbird,1,L,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,2,0,0,0,0,2,0,2,0,0,2,0,0,0,2,2
Eremophila alpestris,Horned Lark,1,L,1,1,1,1,1,1,2,0,2,2,1,1,3,2,2,3,3,0,0,0,3,2,0,2,2,2,2,0,3,0,2
Tachycineta bicolor,Tree Swallow,1,L,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,3,2,2,2,0,2,0,0,0,0,0,2,2,2
Cyanocitta cristata,Blue Jay,1,L,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,2,2,2,0,2,0,0,0,0,0,3,2,2
Corvus brachyrhynchos,American Crow,1,L,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,0,3,2,2
Cistothorus platensis,Sedge Wren,1,L,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,2,0,1,0,0,2,3,2
Sialia sialis,Eastern Bluebird,1,L,0,0,0,0,0,0,2,2,0,0,0,0,0,2,2,1,2,2,0,2,1,3,2,2,0,3,0,0,3,2,2
Turdus migratorius,American Robin,1,L,0,0,0,0,0,0,3,2,0,0,0,0,0,0,0,2,2,2,2,2,2,0,2,0,0,0,0,0,0,2,2
Bombycilla cedrorum,Cedar Waxwing,1,L,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,2,2,2,2,2,2,0,2,0,0,2,0,0,2,2,2
Sturnus vulgaris,European Starling,1,L,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,2,3,2,2,0,2,0,0,0,0,0,0,2,2
Xanthocephalus xanthocephalus,Yellow-headed Blackbird,1,L,2,2,2,2,3,3,0,0,3,0,3,2,2,2,2,2,2,3,3,3,2,2,3,2,2,2,2,2,2,2,2
Euphagus cyanocephalus,Brewer's Blackbird,1,L,2,2,2,2,3,3,3,2,2,2,3,2,2,2,2,2,2,2,2,3,2,2,2,2,2,3,3,3,3,3,2
Buteo lagopus,Rough-legged Hawk,1,L,2,2,2,2,2,2,2,3,3,3,2,2,1,1,1,2,3,3,0,3,2,2,3,2,2,1,0,0,2,3,1
Dolichonyx oryzivorus,Bobolink,1,L,2,2,2,0,0,0,0,0,0,0,0,0,1,2,2,0,0,0,0,0,0,0,0,2,0,2,0,0,0,0,1
Necturus maculosus,Mudpuppy,3,R,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2,0,0,1,0,0,0
Ambystoma jeffersonianum,Jefferson's Salamander,3,R,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,1,1,3,0,0,1,0,0,1,1,2,0,2,0
Ambystoma laterale,Blue-spotted Salamander,3,R,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,1,1,3,0,0,1,0,0,1,1,2,0,2,0
Ambystoma maculatum,Spotted Salamander,3,R,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,1,3,0,0,1,0,0,1,1,2,0,2,0
Desmognathus fuscus,Northern Dusky Slamander,3,R,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0
Eurycea bislineata,Northern Two-lined Salamander,3,R,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0
Hemidactylium scutatum,Four-toed Salamander,3,R,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0
Plethodon cinereus,Red-backed Salamander,3,R,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,2,0,0,0,0,0,0,0,0
Notophthalmus viridescens,Eastern Newt,3,R,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,2,2,2,1,2,2,2,2,0
Bufo fowleri,Fowler's Toad,3,R,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,1,2,1,0,0,0
Acris crepitans,Northern Cricket Frog,3,R,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,2,2,2,1,2,1,0,3,0
Pseudacris crucifer,Spring Peeper,3,R,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2,2,2,0,0,2,2,2,1,1,2,2,2,0
Rana catesbeiana,Bullfrog,3,R,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,2,2,1,0,0,0
Rana clamitans,Green Frog,3,R,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,2,2,2,2,2,2,0
Rana palustris,Pickerel Frog,3,R,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,2,1,2,2,1,0,0
Rana pipiens,Northern Leopard Frog,3,R,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,2,2,2,2,2,2,0,0
Rana septentrionalis,Mink Frog,3,R,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,1,2,1,2,0,0
Rana sylvatica,Wood Frog,3,R,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,1,2,0,0,1,2,2,2,2,0,2,1,0
Gavia immer,Common Loon,1,R,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,1,0,0,0,0,0
Podilymbus podiceps,Pied-billed Grebe,1,R,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,3,0,0,0,0
Podiceps grisegena,Red-necked Grebe,1,R,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0
Phalacrocorax auritus,Double-crested Cormorant,1,R,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,2,0,3,0
Ixobrychus exilis,Least Bittern,1,R,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,2,0,1,0,0,3,3,0
Ardea herodias,Great Blue Heron,1,R,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,2,1,2,0,0,1,0,0,0,0,0,2,1,0
Ardea alba,Great Egret,1,R,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,2,1,2,0,0,1,0,0,0,0,0,2,1,0
Butorides virescens,Green Heron,1,R,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,2,0,0,1,0,0,0,0,0,3,1,0
Nycticorax nycticorax,Black-crowned Night-Heron,1,R,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,3,0,0,1,0,0,0,0,0,0,1,0
Cygnus columbianus,Tundra Swan,1,R,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Branta canadensis,Canada Goose,1,R,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,3,3,0,0,2,2,0,2,2,3,3,3,0
Aix sponsa,Wood Duck,1,R,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,2,2,0,0,1,0,0,2,2,0,3,1,0
Anas crecca,Green-winged Teal,1,R,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,3,3,0,0,2,2,0,2,3,0,2,2,0
Anas discors,Blue-winged Teal,1,R,0,0,0,0,0,0,0,0,0,0,0,2,2,2,1,2,0,0,0,0,0,2,3,2,3,2,2,0,0,3,0
Anas clypeata,Northern Shoveler,1,R,0,0,0,0,0,0,0,0,0,0,0,0,3,3,2,2,0,0,0,0,0,0,3,3,3,1,2,0,0,0,0
Aythya collaris,Ring-necked Duck,1,R,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,1,2,0,2,2,0
Aythya marila,Greater Scaup,1,R,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Aythya affinis,Lesser Scaup,1,R,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Bucephala clangula,Common Goldeneye,1,R,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Bucephala albeola,Bufflehead,1,R,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Lophodytes cucullatus,Hooded Merganser,1,R,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,3,0,0,1,0,0,2,3,0,3,1,0
Mergus merganser,Common Merganser,1,R,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,2,2,0,0,1,0,0,2,0,0,0,1,0
Mergus serrator,Red-breasted Merganser,1,R,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,2,0,1,0,2,0
Oxyura jamaicensis,Ruddy Duck,1,R,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0
Accipiter striatus,Sharp-shinned Hawk,1,R,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,3,0,0,1,0,0,0,0,0,3,2,0
Accipiter cooperii,Cooper's Hawk,1,R,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,2,1,2,0,0,1,0,0,0,0,0,0,2,0
Accipiter gentilis,Northern Goshawk,1,R,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,2,0,0,0,0,0,3,2,0
Buteo lineatus,Red-shouldered Hawk,1,R,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,3,0,0,1,0,0,0,0,0,3,1,0
Buteo platypterus,Broad-winged Hawk,1,R,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,3,0,0,1,0,0,0,0,0,3,2,0
Buteo lagopus,Rough-legged Hawk,1,R,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Falco columbarius,Merlin,1,R,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,2,1,3,0,0,1,0,0,0,0,0,2,1,0
Falco peregrinus,Peregrine Falcon,1,R,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Bonasa umbellus,Ruffed Grouse,1,R,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,2,0,0,0,0,0,0,0,0
Meleagris gallopavo,Wild Turkey,1,R,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,3,1,2,3,0,3,0,0,0,0,0,0,0,0
Coturnicops noveboracensis,Yellow Rail,1,R,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,2,0,1,0,0,2,0,0
Rallus elegans,King Rail,1,R,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,3,0,0,2,0
Rallus limicola,Virginia Rail,1,R,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,0,0,2,0
Porzana carolina,Sora,1,R,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,1,3,0,2,2,0
Gallinula chloropus,Common Moorhen,1,R,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
Fulica americana,American Coot,1,R,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,1,0,1,0,3,0
Pluvialis squatarola,Black-bellied Plover,1,R,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Pluvialis dominica,American Golden-Plover,1,R,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Charadrius semipalmatus,Semipalmated Plover,1,R,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Tringa melanoleuca,Greater Yellowlegs,1,R,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Tringa flavipes,Lesser Yellowlegs,1,R,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Tringa solitaria,Solitary Sandpiper,1,R,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Numenius phaeopus,Whimbrel,1,R,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Calidris pusilla,Semipalmated Sandpiper,1,R,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Calidris minutilla,Least Sandpiper,1,R,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Protonotaria citrea,Prothonotary Warbler,1,R,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0
Seiurus aurocapilla,Ovenbird,1,R,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,2,0,0,1,0,0,0,0,0,3,2,0
Seiurus noveboracensis,Northern Waterthrush,1,R,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2,1,0
Seiurus motacilla,Louisiana Waterthrush,1,R,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,2,0
Oporornis agilis,Connecticut Warbler,1,R,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Wilsonia citrina,Hooded Warbler,1,R,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0
Wilsonia pusilla,Wilson's Warbler,1,R,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Wilsonia canadensis,Canada Warbler,1,R,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,1,0,0,0,0,0,2,1,0
Piranga olivacea,Scarlet Tanager,1,R,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,2,0,0,2,0,0,0,0,0,0,2,0
Pheucticus ludovicianus,Rose-breasted Grosbeak,1,R,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,2,2,3,1,2,2,0,1,0,0,2,0,0,0,1,0
Spizella arborea,American Tree Sparrow,1,R,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ammodramus nelsoni,Nelson's Sharp-tailed Sparrow,1,R,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,0
