LATIN_NAM,COMMON_NAM,SP_TYPE,HAB_USE,CEREALS,WNTR_CRLS,OILSEED,CORN,SOYBEANS,VEGETABLES,BERRIES,FRUIT_TREE,OTR_CRPS,SOD,PULSES,SUMMF,TAME,IMPAST,UNIMPAST,GRSSHRBWD,ANTHROP,WDLT_PLANT,WD_INTR,WD_NO_INT,SB_TREE,SB_GRS_HRB,RIP_WD,RIP_GRSHRB,RIP_AG,WTLD_W_MRG,WTLD_N_MAR,WTLD_OPWAT,WTLD_PEAT,WT_TS_SWMP,IDLE_LND
Passerella iliaca,Fox Sparrow,1,R,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Melospiza lincolnii,Lincoln's Sparrow,1,R,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,1,0
Zonotrichia leucophrys,White-crowned Sparrow,1,R,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Junco hyemalis,Dark-eyed Junco,1,R,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,2,0,0,0,0,0,3,0,0
Calcarius lapponicus,Lapland Longspur,1,R,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Plectrophenax nivalis,Snow Bunting,1,R,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Xanthocephalus xanthocephalus,Yellow-headed Blackbird,1,R,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0
Euphagus carolinus,Rusty Blackbird,1,R,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,1,0,0,1,0,0,1,1,0
Pinicola enucleator,Pine Grosbeak,1,R,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,2,2,0
Carpodacus purpureus,Purple Finch,1,R,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,2,2,2,2,2,2,0,2,0,0,0,0,0,2,0,0
Carpodacus mexicanus,House Finch,1,R,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Loxia curvirostra,Red Crossbill,1,R,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,2,0,0
Loxia leucoptera,White-winged Crossbill,1,R,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,2,0,0,2,0,0,0,0,0,1,1,0
Carduelis flammea,Common Redpoll,1,R,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Carduelis hornemanni,Hoary Redpoll,1,R,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Carduelis pinus,Pine Siskin,1,R,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,1,2,0,0,1,0,0,0,0,0,2,2,0
Coccothraustes vespertinus,Evening Grosbeak,1,R,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,2,2,1,0,0,0,1,0,0,0,0,0,0,2,0
Passer domesticus,House Sparrow,1,R,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Sorex palustris,Water Shrew,2,R,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,1,3,0,1,1,0
Myotis lucifugus,Little Brown Myotis,2,R,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Myotis leibii,Eastern small-footed Myotis,2,R,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,2,2,2,0,2,0,0,0,0,0,0,0,0
Myotis septentrionalis,Northern Myotis,2,R,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,2,2,3,3,0,2,0,0,0,0,0,2,2,0
Lasionycteris noctivagans,Silver-haired Bat,2,R,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,3,2,1,2,2,0,1,0,0,0,0,0,0,0,0
Pipistrellus subflavus,Eastern Pipistrelle,2,R,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,2,3,2,2,2,2,0,2,0,0,0,0,0,0,0,0
Eptesicus fuscus,Big Brown Bat,2,R,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,1,2,2,2,2,0,2,0,0,0,0,0,0,0,0
Lasiurus borealis,Eastern Red Bat,2,R,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,2,2,0,2,2,2,0,2,0,0,0,0,0,0,0,0
Lasiurus cinereus,Hoary Bat,2,R,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,2,2,2,2,2,2,0,2,0,0,0,0,0,0,0,0
Lepus americanus,Snowshoe Hare,2,R,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,1,0,0,0,0,0,0,0,0
Oryctolagus cuniculus,European Hare,2,R,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Tamias striatus,Eastern Chipmunk,2,R,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,2,2,2,0,2,0,0,0,0,0,0,0,0
Marmota monax,Woodchuck,2,R,0,0,0,0,0,0,0,2,0,0,0,0,2,2,2,2,2,3,3,3,2,2,3,2,2,0,0,0,0,0,0
Sciurus carolinensis,Eastern Gray Squirrel,2,R,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,2,2,2,1,2,0,0,1,0,0,0,0,0,0,0,0
Sciurus niger,Eastern Fox Squirrel,2,R,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,2,2,2,2,2,2,0,2,0,0,0,0,0,0,0,0
Tamiasciurus hudsonicus,Red Squirrel,2,R,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,1,2,2,0,1,0,0,0,0,0,2,2,0
Glaucomys volans,Southern Flying Squirrel,2,R,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,2,2,2,1,0,0,0,1,0,0,0,0,0,0,0,0
Glaucomys sabrinus,Northern Flying Squirrel,2,R,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,1,0,0,0,2,0,0,0,0,0,0,2,0
Clethrionomys gapperi,Southern red-backed Vole,2,R,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,1,0,0,2,2,0,2,2,0
Microtus pinetorum,Woodland Vole,2,R,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,2,0,2,1,2,0,0,2,0,0,0,0,0,0,0,0
Ondatra zibethicus,Muskrat,2,R,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,2,1,2,2,0,2,0
Mus musculus,House Mouse,2,R,2,2,2,2,2,2,2,2,2,0,2,0,2,2,2,2,1,2,2,2,2,2,2,2,2,0,0,0,0,0,0
Napaeozapus insignis,Woodland Jumping Mouse,2,R,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2,1,2,0,0,1,0,0,0,0,0,2,2,0
Erethizon dorsatum,Common Porcupine,2,R,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,1,2,2,0,2,0,0,0,0,0,0,2,0
Urocyon cinereoargenteus,Gray Fox,2,R,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ursus americanus,Black Bear,2,R,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0
Martes americana,American Marten,2,R,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,2,0
Martes pennanti,Fisher,2,R,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2,1,0,0,0,1,0,0,0,0,0,0,0,0
Mustela vison,Mink,2,R,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,2,0,0,0,1,2,3,2,0,0,2,2,0
Mephitis mephitis,Striped Skunk,2,R,0,0,0,0,0,0,2,2,0,0,0,0,3,3,2,2,2,2,2,2,2,3,2,3,0,0,0,0,0,0,0
Lontra canadensis,Northern River Otter,2,R,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,2,0,2,2,2,0
Lynx rufus,Bobcat,2,R,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,0,0,0,1,0,0,0,0,0,0,1,0
Alces alces,Moose,2,R,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,1,0
Sternotherus odoratus,Common Musk Turtle,4,R,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,2,2,2,2,0,0,0
Chrysemys picta,Painted Turtle,4,R,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,2,2,2,2,0,0,2,2,0
Clemmys guttata,Spotted Turtle,4,R,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,3,2,2,0,2,2,0
Graptemys geographica,Common Map Turtle,4,R,2,2,2,2,2,2,2,2,2,0,2,2,2,2,2,2,2,0,0,0,0,2,1,1,2,2,2,1,0,0,0
Apalone spinifera,Spiny Softshell,4,R,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2,0,0,1,0,0,0
Eumeces fasciatus,Five-lined Skink,4,R,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0
Nerodia sipedon,Northern Water Snake,4,R,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,2,2,2,2,2,0
Regina septemvittata,Queen Snake,4,R,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2,0,0,0,0,0,0
Thamnophis sauritus,Eastern Ribbonsnake,4,R,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,2,0,0,2,2,0
Botaurus lentiginosus,American Bittern,1,R,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,3,2,0,1,0,0,1,2,3
Anas rubripes,American Black Duck,1,R,0,0,0,0,0,0,0,0,0,0,0,3,3,3,2,2,0,3,2,3,3,3,2,2,0,1,2,0,2,2,3
Cathartes aura,Turkey Vulture,1,R,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,2,2,1,2,0,0,2,0,0,0,0,0,0,3,3
Pandion haliaetus,Osprey,1,R,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,3,1,2,3,0,1,0,0,0,0,3,3,1,3
Haliaeetus leucocephalus,Bald Eagle,1,R,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,1,2,3,0,1,0,0,0,0,0,2,1,3
Bubo virginianus,Great Horned Owl,1,R,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,3,2,2,2,2,0,2,0,0,0,0,0,2,2,3
Ceryle alcyon,Belted Kingfisher,1,R,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,1,1,1,2,2,2,0,0,3
Sphyrapicus varius,Yellow-bellied Sapsucker,1,R,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,2,1,2,0,0,1,0,0,0,0,0,3,1,3
Picoides villosus,Hairy Woodpecker,1,R,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,3,3,2,1,2,2,0,1,0,0,0,0,0,2,1,3
Catharus fuscescens,Veery,1,R,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,2,1,2,0,0,1,0,0,0,0,0,3,1,3
Hylocichla mustelina,Wood Thrush,1,R,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,2,1,2,0,0,1,0,0,0,0,0,0,2,3
Vireo philadelphicus,Philadelphia Vireo,1,R,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,2,1,2,0,0,1,0,0,0,0,0,2,1,3
Vermivora peregrina,Tennessee Warbler,1,R,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,2,1,2,0,0,1,0,0,0,0,0,2,1,3
Mniotilta varia,Black-and-White Warbler,1,R,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,3,0,0,1,0,0,0,0,0,3,2,3
Setophaga ruticilla,American Redstart,1,R,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,2,1,2,0,0,1,0,0,0,0,0,3,1,3
Icterus spurius,Orchard Oriole,1,R,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,2,2,0,2,2,2,0,2,0,0,0,0,0,0,0,3
Icterus galbula,Baltimore Oriole,1,R,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,2,2,0,2,2,2,0,2,0,0,0,0,0,0,2,3
Bufo americanus,American Toad,3,R,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,2,2,2,2,2,0,0,2,2,2,2,2,2,2,2,2
Hyla versicolor,Gray Treefrog,3,R,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2,2,2,0,0,2,2,2,2,2,2,2,2,2
Pseudacris triseriata,Western Chorus Frog,3,R,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,2,2,0,0,0,0,0,0,0,0,2,2,0,0,2,2
Anas platyrhynchos,Mallard,1,R,3,3,3,3,3,3,2,2,3,3,3,2,2,2,2,2,3,3,3,3,2,2,2,2,3,2,2,3,2,2,2
Anas acuta,Northern Pintail,1,R,3,3,3,3,3,0,0,0,0,0,0,3,2,2,2,2,0,0,0,0,0,3,2,2,2,2,2,0,3,2,2
Anas strepera,Gadwall,1,R,0,0,0,0,0,0,0,0,0,0,0,0,3,2,2,2,0,0,0,0,3,3,2,2,0,1,2,0,3,3,2
Anas americana,American Wigeon,1,R,0,0,0,0,0,0,0,0,0,0,0,0,2,2,2,1,0,0,0,0,3,3,2,2,0,1,2,0,3,3,2
Aythya americana,Redhead,1,R,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,1,0,0,3,0,2
Circus cyaneus,Northern Harrier,1,R,3,3,3,3,3,3,2,0,3,3,3,3,1,1,1,2,0,0,0,0,0,2,2,2,0,1,0,0,1,2,2
Buteo jamaicensis,Red-tailed Hawk,1,R,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,2,2,2,2,2,2,0,2,0,0,0,0,0,3,2,2
Falco sparverius,American Kestrel,1,R,0,0,0,0,0,0,3,3,0,0,0,0,2,2,1,1,2,2,0,2,2,0,2,0,0,0,0,0,2,2,2
Perdix perdix,Gray Partridge,1,R,2,2,2,2,0,0,0,0,0,0,0,0,2,2,2,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0,2
Phasianus colchicus,Ring-necked Pheasant,1,R,2,2,2,2,2,0,0,3,0,0,2,2,2,2,2,2,0,2,2,2,2,2,2,2,2,2,3,0,0,0,2
Grus canadensis,Sandhill Crane,1,R,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,2
Charadrius vociferus,Killdeer,1,R,3,3,3,3,3,3,2,0,3,2,3,2,0,2,2,0,2,0,0,0,0,0,0,2,2,2,2,0,0,0,2
Actitis macularius,Spotted Sandpiper,1,R,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,2,3,0,0,0,3,3,2,1,0,1,2,0,3,3,2
Bartramia longicauda,Upland Sandpiper,1,R,0,0,0,0,0,0,3,0,0,0,0,3,3,1,1,3,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2
Scolopax minor,American Woodcock,1,R,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,1,0,2,2,2,0,0,2,0,0,0,0,0,3,2,2
Zenaida macroura,Mourning Dove,1,R,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,2,2,2,0,2,2,0,2,0,0,0,0,0,0,3,2
Asio flammeus,Short-eared Owl,1,R,0,0,0,0,0,0,0,0,0,0,0,3,2,2,1,2,0,0,0,0,0,0,0,2,0,1,0,0,2,0,2
Chordeiles minor,Common Nighthawk,1,R,3,3,3,3,3,3,2,0,3,3,3,3,0,3,2,2,2,2,3,2,0,0,3,0,0,0,0,0,3,0,2
Archilochus colubris,Ruby-throated Hummingbird,1,R,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,2,2,2,2,2,3,0,2,0,0,0,0,0,3,2,2
Melanerpes erythrocephalus,Red-headed Woodpecker,1,R,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,2,2,2,2,0,2,0,0,0,0,0,0,2,2
Picoides pubescens,Downy Woodpecker,1,R,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,2,2,2,1,2,2,0,1,0,0,0,0,0,3,1,2
Colaptes auratus,Northern Flicker,1,R,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,1,2,2,2,1,2,0,2,0,0,0,0,0,2,2,2
Empidonax traillii,Willow Flycatcher,1,R,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,2,0,0,2,0,0,0,2,2
Tyrannus tyrannus,Eastern Kingbird,1,R,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,2,0,2,2,2,2,0,2,0,0,2,0,0,0,2,2
Eremophila alpestris,Horned Lark,1,R,1,1,1,1,1,1,2,0,2,2,1,1,3,2,2,3,3,0,0,0,3,2,0,2,2,0,0,0,3,0,2
Tachycineta bicolor,Tree Swallow,1,R,0,0,0,0,0,0,0,3,0,0,0,0,0,3,3,2,2,3,0,2,2,0,1,0,0,2,2,0,2,1,2
Cyanocitta cristata,Blue Jay,1,R,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,3,0,2,2,2,0,2,0,0,0,0,0,3,2,2
Corvus brachyrhynchos,American Crow,1,R,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,2,2,2,2,2,2,0,2,0,0,0,0,0,3,2,2
Poecile atricapillus,Black-capped Chickadee,1,R,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,2,2,2,2,2,2,0,2,0,0,0,0,0,2,2,2
Troglodytes aedon,House Wren,1,R,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,2,2,2,2,2,2,0,2,0,0,0,0,0,0,2,2
Cistothorus platensis,Sedge Wren,1,R,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,2,0,1,0,0,2,3,2
Sialia sialis,Eastern Bluebird,1,R,0,0,0,0,0,0,2,2,0,0,0,0,0,2,2,1,2,2,0,2,1,3,2,2,0,3,3,0,3,2,2
Catharus guttatus,Hermit Thrush,1,R,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,3,0,2,1,2,0,0,3,0,0,0,0,0,2,3,2
Turdus migratorius,American Robin,1,R,0,0,0,0,0,0,3,2,0,0,0,0,0,0,0,2,2,2,2,2,2,0,2,0,0,0,0,0,2,2,2
Dumetella carolinensis,Gray Catbird,1,R,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,1,3,2,2,2,2,0,1,0,0,0,0,0,3,1,2
Mimus polyglottos,Northern Mockingbird,1,R,0,0,0,0,0,0,3,2,0,0,0,0,0,0,0,2,1,3,0,2,2,0,2,0,0,0,0,0,0,3,2
Toxostoma rufum,Brown Thrasher,1,R,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,1,3,2,2,2,2,0,2,0,0,0,0,0,3,3,2
Bombycilla cedrorum,Cedar Waxwing,1,R,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,2,2,2,2,2,2,0,2,0,0,2,0,0,2,2,2
Sturnus vulgaris,European Starling,1,R,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,2,3,2,2,0,2,0,0,0,0,0,0,2,2
Vireo gilvus,Warbling Vireo,1,R,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,2,2,3,2,2,2,0,1,0,0,0,0,0,0,1,2
Vireo olivaceus,Red-eyed Vireo,1,R,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,2,1,1,2,0,1,0,0,0,0,0,0,1,2
Vermivora pinus,Blue-winged Warbler,1,R,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,3,2,2,0,0,2,0,0,0,0,0,0,2,2
Vermivora chrysoptera,Golden-winged Warbler,1,R,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,3,2,2,0,0,0,0,0,0,0,0,0,2,2
Vermivora ruficapilla,Nashville Warbler,1,R,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2,1,2,0,0,1,0,0,0,0,0,1,1,2
Dendroica petechia,Yellow Warbler,1,R,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,1,2,2,2,2,2,0,1,0,0,0,0,0,2,1,2
Dendroica pensylvanica,Chestnut-sided Warbler,1,R,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2,1,2,0,0,1,0,0,0,0,0,3,2,2
Dendroica magnolia,Magnolia Warbler,1,R,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,2,1,3,0,0,1,0,0,0,0,0,2,1,2
Dendroica coronata,Yellow-rumped Warbler,1,R,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,2,1,2,0,0,1,0,0,0,0,0,1,2,2
Oporornis philadelphia,Mourning Warbler,1,R,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,2,1,3,0,0,1,0,0,0,0,0,3,1,2
Geothlypis trichas,Common Yellowthroat,1,R,0,0,0,0,0,0,3,0,0,0,0,0,0,0,2,2,0,2,2,2,3,0,1,2,0,2,2,0,1,1,2
Cardinalis cardinalis,Northern Cardinal,1,R,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,2,2,2,2,0,2,0,0,2,0,0,0,2,2
Passerina cyanea,Indigo Bunting,1,R,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,2,2,2,2,0,2,0,0,2,0,0,0,2,2
Spizella passerina,Chipping Sparrow,1,R,0,0,0,0,0,0,2,3,2,0,0,0,0,0,0,2,2,2,2,2,2,0,2,0,0,3,0,0,3,3,2
Pooecetes gramineus,Vesper Sparrow,1,R,2,2,2,2,2,2,2,2,2,0,2,2,2,2,2,2,2,0,0,0,0,2,0,0,0,0,0,0,0,0,2
Ammodramus savannarum,Grasshopper Sparrow,1,R,0,0,0,0,0,0,0,0,0,0,0,0,2,2,2,2,0,0,0,0,0,3,0,3,0,0,0,0,0,0,2
Melospiza melodia,Song Sparrow,1,R,0,0,0,0,0,0,2,2,0,0,0,0,3,2,2,2,2,2,2,2,2,2,2,2,3,2,2,2,2,2,2
Melospiza georgiana,Swamp Sparrow,1,R,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,2,0,1,2,0,2,1,2
Zonotrichia albicollis,White-throated Sparrow,1,R,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,2,2,3,0,0,0,0,0,0,0,0,2,2,2
Sturnella magna,Eastern Meadowlark,1,R,2,2,0,0,0,0,0,2,0,0,0,0,2,1,1,2,0,0,0,0,0,2,0,0,0,0,0,0,0,0,2
Sturnella neglecta,Western Meadowlark,1,R,2,2,0,0,0,0,0,2,0,0,0,0,2,1,1,2,0,0,0,0,0,2,0,0,0,0,0,0,0,0,2
Euphagus cyanocephalus,Brewer's Blackbird,1,R,0,0,0,0,0,0,0,0,0,0,0,0,2,2,2,2,2,2,2,0,2,2,2,2,0,2,0,0,2,3,2
Quiscalus quiscula,Common Grackle,1,R,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,2,2,2,2,2,2,0,2,0,0,2,2,0,2,2,2
Molothrus ater,Brown-headed Cowbird,1,R,0,0,0,0,0,0,2,2,0,0,0,0,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,0,2,2,2
Carduelis tristis,American Goldfinch,1,R,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,2,2,2,2,2,2,0,2,0,0,2,2,0,0,2,2
Didelphis virginiana,Virginia Opposum,2,R,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,2,2,2,2,2,2,2,2,2,0,0,0,0,0,2
Sorex cinereus,Masked Shrew,2,R,0,0,0,0,0,0,0,2,0,0,0,0,0,0,2,2,0,2,2,2,2,2,2,2,0,2,0,0,2,2,2
Sorex fumeus,Smoky Shrew,2,R,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,1,1,0,0,1,0,0,2,0,0,2,2,2
Sorex hoyi,Pygmy Shrew,2,R,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,2,2,2,2,2,2,2,0,2,2,0,2,2,2
Blarina brevicauda,Northern Short-tailed Shrew,2,R,2,2,2,2,2,2,2,2,2,0,2,0,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,0,2,2,2
Parascalops breweri,Hairy-tailed Mole,2,R,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,1,2,2,0,0,0,0,0,0,0,0,0,2
Scalopus aquaticus,Eastern Mole,2,R,3,3,3,3,3,3,3,2,3,0,3,3,3,3,2,2,2,2,1,2,1,2,2,2,3,0,0,0,0,0,2
Condylura cristata,Star-nosed Mole,2,R,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,2,2,2,0,0,2,2,2,2,0,0,2,2,2
Sylvilagus floridanus,Eastern Cottontail,2,R,0,0,0,0,0,0,0,2,0,0,0,0,0,0,2,2,2,0,2,2,2,2,2,2,0,0,0,0,0,2,2
Castor canadensis,American Beaver,2,R,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,2,1,2,1,2,2
Peromyscus maniculatus,Deer Mouse,2,R,0,0,0,0,0,0,0,2,0,0,0,0,0,0,2,2,2,2,2,2,2,2,2,2,2,0,0,0,0,0,2
Peromyscus leucopus,White-footed Mouse,2,R,0,0,0,0,0,0,0,2,0,0,0,0,0,0,2,1,2,2,1,2,2,2,1,2,0,0,0,0,0,0,2
Microtus pennsylvanicus,Meadow Vole,2,R,0,0,0,0,0,0,0,2,0,0,0,0,0,0,2,2,2,2,2,2,2,2,2,2,2,2,2,0,2,2,2
Synaptomys cooperi,Southern Bog Lemming,2,R,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,2,0,0,2,2,0,1,2,2
Rattus norvegicus,Norway Rat,2,R,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,1,0,0,0,2,2,2,2,2,0,0,0,0,0,2
Canis latrans,Coyote,2,R,0,0,0,0,0,0,0,2,0,0,0,0,0,0,2,2,2,2,2,2,2,2,2,2,2,0,0,0,0,0,2
Canis lupus,Gray Wolf,2,R,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,2,0,2
